"행정구역별(1)",2000,2000,2000,2001,2001,2001,2002,2002,2002,2003,2003,2003,2004,2004,2004,2005,2005,2005,2006,2006,2006,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022
"행정구역별(1)",남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B),남녀성비<br>(A÷B×100),남자인구수<br>(A),여자인구수<br>(B)
"전국",100.8,23962088,23770470,100.8,24102463,23919080,100.7,24200192,24029756,100.6,24270143,24116680,100.6,24363083,24220722,100.5,24456234,24326040,100.5,24557004,24434775,100.5,24691249,24577679,100.4,24822897,24717470,100.3,24929939,24843206,100.4,25310385,25205281,100.3,25406934,25327350,100.2,25504060,25444212,100.1,25588336,25553127,100.0,25669296,25658620,99.9,25758186,25771152,99.8,25827594,25868622,99.7,25855919,25922625,99.6,25866129,25959930,99.5,25864816,25985045,99.4,25841029,25987994,99.4,25746684,25892125,99.4,25636951,25802087
